name,brand,quantity,generic_name,image_url,categories,labels,allergens,nutriscore,nova_group,ecoscore,origins
"Harzer Käse, classic",Jeden Tag,200 g,Käse,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses,en:no-gmos|de:ohne-gentechnik,en:milk,c,4,c,Deutschland
Gemüse Nuggets,Edeka,255 g,,https://images.openfoodfacts.org/images/products/431/150/168/8496/4.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:meat-alternatives|en:meat-analogues|en:fried-foods,en:vegetarian,en:gluten|en:milk,c,4,,
Pausen Sticks,Handl Tyrol,90g,Wurst,,en:meats-and-their-products|en:meats|en:prepared-meats|en:cured-sausages|en:salami,,,d,,e,
Quark-joguhrt,Bärenmarke,,Frischkäse,https://images.openfoodfacts.org/images/products/404/531/705/6469/3.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:desserts|en:dairy-desserts|en:quarks|en:cream-cheeses,,,c,,d,
Bio-Hakkaido-Kürbis,Behr Gemüsegarten,1 Stück,,https://images.openfoodfacts.org/images/products/401/142/412/0904/2.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:pumpkin-and-squash-plant-products|en:squash|en:pumpkins|en:pumpkins-and-their-products,en:organic|en:eu-organic|de:eg-öko-verordnung|en:de-oko-034|en:eu-agriculture,,a,1,,Deutschland
Yoghurt Kirsche,Conad,125g,Fruchtjoghurt,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:fermented-dairy-desserts-with-fruits|en:yogurts|en:fruit-yogurts|en:cherry-yogurts,,,c,,b,
Holländischer salziger Lakritz Küstenmix,,,,https://images.openfoodfacts.org/images/products/871/246/907/9382/2.400.jpg,en:snacks|en:sweet-snacks|en:confectioneries,,,e,,,
Minirolle Ananas-Mandel,WESA Feinkost GmbH,100g,Frischkäse,https://images.openfoodfacts.org/images/products/406/145/804/7579/6.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:cream-cheeses,,en:milk|en:nuts,d,4,d,
Popcorn süß & salzig,Heimatgut,90 g,Popcorn,https://images.openfoodfacts.org/images/products/81199204/1.400.jpg,en:snacks|en:popcorn|de:knapper,en:organic|en:eu-organic|de:eg-öko-verordnung,,e,3,,
Dinkel Spekulatius,Bohlsener Mühle,170g,Kekse,,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits,en:organic|en:eu-organic|en:bioland|en:made-in-germany|en:no-palm-oil,en:eggs|en:gluten|en:milk|en:nuts,e,3,b,
Sommersalami,Königshofer,80 g,Wurst,https://images.openfoodfacts.org/images/products/402/185/115/1020/6.400.jpg,en:meats-and-their-products|en:meats|en:prepared-meats|en:cured-sausages|en:salami,en:organic|en:eu-organic|de:eg-öko-verordnung|en:bioland|en:de-oko-001|en:naturland,,e,4,d,
Gut & Günstig Mozzarella Laktosefrei,Edeka,125g,Käse,https://images.openfoodfacts.org/images/products/431/150/168/3415/5.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:italian-cheeses|en:stretched-curd-cheeses|en:mozzarella|en:fermentierte-lebensmittel|en:fermentierte-milch|en:filata|en:italienischer-kase|en:kase|en:milchprodukte,en:vegetarian|en:european-vegetarian-union|en:european-vegetarian-union-vegetarian|en:no-lactose|en:l-frei,en:milk,c,3,b,
Jägerschnitzel,Hagen Feinkost,360 g,,https://images.openfoodfacts.org/images/products/401/682/625/1294/6.400.jpg,en:meats-and-their-products|en:meat-preparations|en:pork-and-its-products|en:breaded-products|en:pork-preparations|en:breaded-meat-cutlets|en:breaded-pork-cutlets|de:jägerschnitzel,de:unter-schutzatmosphäre-verpackt,en:gluten,e,4,,
Blaubeere Açai chocolate,Moser Roth,180g,Bonbons,https://images.openfoodfacts.org/images/products/406/145/814/1024/1.400.jpg,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:chocolate-candies|en:bonbons,,en:milk|en:nuts|en:soybeans,,4,,
Gurkentopf mit Silberzwiebeln,Beste Ernte,850g,Gewürzgurken,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:canned-foods|en:vegetables-based-foods|en:canned-plant-based-foods|en:pickles|en:vegetables|en:canned-vegetables|en:plant-based-pickles|en:pickled-vegetables|en:pickled-cucumbers|en:cucumbers,en:german-agricultural-society|en:gold-medal-of-the-german-agricultural-society|en:2018-gold-medal-of-the-german-agricultural-society|en:2020-gold-medal-of-the-german-agricultural-society,en:mustard,c,3,,
Ziege-Weichkäse mild & cremig,Altenburger,150 g,Käse,https://images.openfoodfacts.org/images/products/404/208/900/1444/3.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:goat-cheeses|en:cheese-from-goat-s-milk-from-pasteurised-milk,en:no-lactose,en:milk,d,3,e,
Sticks Rote Bete & Meersalz,Alnatura,100 g,,https://images.openfoodfacts.org/images/products/410/442/022/8535/3.400.jpg,en:snacks|en:salty-snacks|de:salzgebäck,en:organic|en:eu-organic|de:bio-7-initiative|en:ch-bio-006|de:bio-label-german,en:gluten|en:milk,d,4,,Biologische Landwirtschaft
Buko Harissa,Arla,200 g,Frischkäse,https://images.openfoodfacts.org/images/products/571/195/310/6743/6.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:spreads|en:salted-spreads|en:cheese-spreads|en:cream-cheeses,en:no-preservatives,en:milk,d,3,d,
Norwegischer Räucher Lachs,Gut & Günstig,,Räucherlachs,https://images.openfoodfacts.org/images/products/431/150/167/8275/3.400.jpg,en:seafood|en:fishes-and-their-products|en:fishes|en:fatty-fishes|en:salmons|en:smoked-fishes|en:smoked-salmons,,en:fish,e,3,e,Norwegen
Getrocknete Tomaten in Rapsöl mit Kräutern,Excellemt Buffet,150 g,Gemüse,https://images.openfoodfacts.org/images/products/20210472/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:dried-products|en:vegetables|en:dried-plant-based-foods|en:tomatoes-and-their-products|en:dried-vegetables|en:tomatoes|en:dried-tomatoes|en:dried-tomato-in-oil,en:german-agricultural-society|en:gold-medal-of-the-german-agricultural-society|en:2021-gold-medal-of-the-german-agricultural-society,,d,3,,
Gefüllte grüne Oliven,Edeka,150 g,Gewürzgurken,https://images.openfoodfacts.org/images/products/431/150/167/6837/3.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:pickles|en:olive-tree-products|en:plant-based-pickles|en:olives|en:green-olives|en:stuffed-olives|en:green-stuffed-olives,,en:milk,d,4,a,
Honig aus Bayern,BIHOPHAR,500g,Aufstrich,https://images.openfoodfacts.org/images/products/405/550/001/2158/2.400.jpg,en:breakfasts|en:spreads|en:sweet-spreads|en:bee-products|en:farming-products|en:sweeteners|en:honeys,de:nicht-geeignet-für-säuglinge-unter-12-monaten,,,2,,"deutschland, en:bayern"
Reisnudeln Vermicelli,Reishunger,400g,,https://images.openfoodfacts.org/images/products/426/054/168/5050/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products,,,b,,,
Feine Helle,Storck Werther's Original,1pcs,Bonbons,https://images.openfoodfacts.org/images/products/401/440/092/7597/3.400.jpg,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:chocolate-candies|en:bonbons,en:green-dot,en:milk|en:soybeans,e,4,,
Holländer Schmelzkäse,Alpenhof,150 g,Käse,https://images.openfoodfacts.org/images/products/900/930/100/5982/4.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:spreads|en:salted-spreads|en:cheese-spreads,,en:milk,d,4,c,
Schoko Peanut Butter Nuts,WAWI,110 g,Bonbons,https://images.openfoodfacts.org/images/products/400/681/405/0305/4.400.jpg,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:chocolate-candies|en:bonbons,,en:milk|en:peanuts|en:soybeans,e,4,,
Fruchtschnitten,ja!,150g,,https://images.openfoodfacts.org/images/products/12601531/1.400.jpg,en:snacks|en:sweet-snacks|en:bars,,,,,,
Jahrmarkt Allerlei,Grabower,600 g,,https://images.openfoodfacts.org/images/products/700/131/350/2826/1.400.jpg,en:snacks|en:sweet-snacks|de:schaumzuckerwaffeln,,,e,,,
Oliveira da Serra,Oliveira da Serra,500 ml,Olivenöl,https://images.openfoodfacts.org/images/products/560/102/412/2522/7.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fats|en:vegetable-fats|en:olive-tree-products|en:vegetable-oils|en:olive-oils|en:extra-virgin-olive-oils|en:virgin-olive-oils,,,b,2,e,
Weizenbaguette,Edeka,400 g,Brot,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:breads|en:baguettes,,en:gluten,c,3,a,
Kaiser-Jagdwurst,Lidl,125g,Wurst,,en:meats-and-their-products|en:meats|en:prepared-meats|en:sausages|de:jagdwurst,en:no-gluten|en:organic|en:eu-organic|de:eg-öko-verordnung|en:nutriscore,,d,4,,Germany
Allerrom Fitness Käse,Herz König Harzinger GmbH,110 g,Käse,https://images.openfoodfacts.org/images/products/400/268/361/4044/6.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:german-cheeses,en:no-gluten|en:vegetarian|en:no-gmos|de:ohne-gentechnik|en:european-vegetarian-union|en:european-vegetarian-union-vegetarian,,c,,c,
Pfannengemüse Asiatische Art,Genuss pur,500 g,,https://images.openfoodfacts.org/images/products/402/701/648/0868/3.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:frozen-foods|en:vegetable-based-foods-and-beverages|en:frozen-plant-based-foods|en:frozen-vegetables,en:nutriscore|en:nutriscore-grade-a,en:gluten|en:soybeans,a,4,,
Syltella,Sylter Schokoladenmanufaktur,220 g,Aufstrich,https://images.openfoodfacts.org/images/products/426/019/189/0156/1.400.jpg,en:breakfasts|en:spreads|en:sweet-spreads,en:vegetarian|en:vegan|de:aus-der-tube,en:nuts,e,4,,
Leicht Halbfettstufe Schmelzkäsezubereitung,NORDGut,200 g,Käse,https://images.openfoodfacts.org/images/products/401/377/500/2304/1.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:processed-cheese|de:schmelzkäsezubereitung,de:9-fett-absolut|de:halbfettstufe,en:milk|de:molkenerzeugnisse,d,4,d,
Zartbitter Gebrannte Mandel,Vivani,80 g,Zartbitterschokolade,,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:chocolates|en:dark-chocolates,en:vegetarian|en:organic|en:eu-organic|en:non-eu-agriculture|en:vegan|en:eu-agriculture|en:eu-non-eu-agriculture|en:fsc|en:fsc-mix,en:gluten|en:milk|en:nuts,e,4,d,
Weisse Mandel,Choceur,200 g,Weiße Schokolade,https://images.openfoodfacts.org/images/products/406/145/814/1901/6.400.jpg,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:chocolates|en:white-chocolates|en:chocolates-with-almonds|en:white-chocolates-with-almonds,en:sustainable-farming|en:pefc|en:utz-certified|en:utz-certified-cocoa,en:milk|en:nuts|en:soybeans,e,4,c,
Bio Brot Aufstrich Kichererbsen Ingwe,Sanchon,180 g,Aufstrich,https://images.openfoodfacts.org/images/products/403/091/703/5303/7.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:spreads|en:plant-based-spreads,en:no-gluten|en:organic|en:vegetarian|en:eu-organic|en:vegan|de:eg-öko-verordnung,en:mustard|en:sesame-seeds,d,4,,
Kohlbratwurst,Edeka,200 g,,https://images.openfoodfacts.org/images/products/240/001/100/1719/1.400.jpg,de:bratwurst,,,d,3,,
Hallig Mettwurst,Binckebanck,300 g,,https://images.openfoodfacts.org/images/products/400/032/503/2393/1.400.jpg,de:mettwurst,,,e,4,,
Großblättrige Haferflocken,Zurück zum Ursprung,500 g,,https://images.openfoodfacts.org/images/products/409/920/021/1329/7.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:flakes|en:cereal-flakes|en:rolled-flakes|en:rolled-oats,en:organic|en:eu-organic|en:at-bio-301|en:austria-bio-garantie,en:gluten,a,1,,Österreich
Schnittlauch geschnitten,Kotányi,32g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:condiments|en:culinary-plants|en:aromatic-plants|en:herbs|en:chives,,,,,,
Paprika edelsüß spezial,Kotanyi,50g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:condiments|en:spices,,,,,,
Erdnüsse im Teigmantel,mogyi,60g,Nüsse,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:legumes-and-their-products|en:snacks|en:legumes|en:salty-snacks|en:appetizers|en:nuts-and-their-products|en:nuts|en:roasted-nuts|en:peanuts|en:roasted-peanuts,,en:gluten|en:milk|en:peanuts,e,4,e,
Maki mit Norwegischem Lachs,Chef Select,198g,,,en:meals|en:sushi-and-maki|en:makis|en:sushis,,,d,,,Norwegen
Mecklenburger Kochschinken,EDEKA Fleischerei,100 g,Kochschinken,https://images.openfoodfacts.org/images/products/223/601/000/1791/1.400.jpg,en:meats-and-their-products|en:meats|en:prepared-meats|en:hams|en:white-hams,,,d,4,,
InterBakery Kuchen Banane-Toffee-Geschmack,InterBakery,350 g,Kuchen,https://images.openfoodfacts.org/images/products/871/739/968/4491/1.400.jpg,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:cakes,,en:eggs|en:gluten|en:milk|en:soybeans,,4,,
Doppel-Decker - Himbeere + Vanille,Müller,500 g (4 x 125 g),Pudding,,en:desserts|en:puddings,,en:milk,c,4,,
Himbeer Reiswaffeln,DmBio,35 g,,https://images.openfoodfacts.org/images/products/405/817/244/5828/6.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:baby-foods|en:puffed-cereal-cakes|en:puffed-rice-cakes|en:ab-8-monat|en:babynahrung|en:getreide-und-kartoffeln|en:getreideprodukte|en:pflanzliche-lebensmittel-und-getranke,en:no-gluten|en:organic|en:eu-organic|de:eg-öko-verordnung,,,1,b,
Paranusskerne ungeröstet,Simply Sunny,200,Nüsse,https://images.openfoodfacts.org/images/products/12383106/2.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:nuts-and-their-products|en:nuts|en:brazil-nuts,,en:nuts,c,1,d,Bolivia
Pizza Kürbis-Cranberry,Aldi,330 g,Tiefkühlpizza,https://images.openfoodfacts.org/images/products/11289784/1.400.jpg,en:frozen-foods|en:meals|en:pizzas-pies-and-quiches|en:pizzas|en:frozen-pizzas-and-pies|en:frozen-pizzas,,en:gluten|en:milk,d,4,,
Natives Rapsöl aus Hessen,Ölmühle Haubern,500 ml,,https://images.openfoodfacts.org/images/products/428/000/034/8197/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fats|en:vegetable-fats|en:vegetable-oils|en:rapeseed-oils,,,b,2,a,Deutschland
Österkron,Schärdinger,150g,Käse,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|de:schimmelkäse,,en:milk,e,3,d,
Wan-Tan Nudeln,Lucky Food,400 g,Nudeln,https://images.openfoodfacts.org/images/products/426/028/331/0555/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:pastas|en:noodles,,en:gluten,c,3,,
Honig-Dill-Senf,Schwerter Senfmühle,185 ml,Soße,https://images.openfoodfacts.org/images/products/426/006/501/0260/1.400.jpg,en:condiments|en:sauces|en:mustards|en:groceries,,en:mustard,e,3,b,
Riesling-Senf mittelscharf,Schwerter Senfmühle,185 ml,Soße,https://images.openfoodfacts.org/images/products/426/006/501/0413/4.400.jpg,en:condiments|en:sauces|en:mustards|en:groceries,,en:mustard,d,3,b,
Echt Ungarische Juliska Salami,Juliska,0.4g,Wurst,https://images.openfoodfacts.org/images/products/599/800/311/1401/1.400.jpg,en:meats-and-their-products|en:meats|en:prepared-meats|en:sausages,,,e,3,,Herkunft des Schweinefleisches EU und Nicht-EU (GB)
4-Korn Joghurt Waldfrucht,Kaufland,250 g,Joghurt,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:yogurts,,,c,,b,
Gourmet Backschinken,real Quality,125g,Wurst,https://images.openfoodfacts.org/images/products/433/401/119/8705/1.400.jpg,en:meats-and-their-products|en:meats|en:prepared-meats|en:sausages,,,d,4,,
Guacamole Würzmischung,Fuego,35g,,https://images.openfoodfacts.org/images/products/400/755/230/6815/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:condiments|en:spices|en:spice-mix|en:groceries,,,,4,e,
Kabeljau Bällchen,Fischerstolz,200 g,Fisch,https://images.openfoodfacts.org/images/products/405/648/936/0636/1.400.jpg,en:seafood|en:fishes-and-their-products|en:fishes|en:meals|en:lean-fishes|en:meals-with-fish|en:cods,en:sustainable|en:sustainable-fishery|en:sustainable-seafood-msc,en:eggs|en:fish|en:gluten|en:fish|fr:huhnereieiweisspulver|fr:kabeljau|fr:weizenmehl|fr:weizenstarke,d,4,,
Emmental grattugiato,Milbona,200 g,Hartkäse,https://images.openfoodfacts.org/images/products/405/648/920/3414/4.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:cow-cheeses|en:hard-cheeses|en:emmentaler|en:grated-cheese|en:grated-emmentaler,en:vegetarian|en:no-gmos|de:ohne-gentechnik|en:no-lactose,en:milk,c,3,d,
Beeren-Mischung,Edeka Bio,300 g,Obst,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:frozen-foods|en:fruits-based-foods|en:frozen-plant-based-foods|en:fruits|en:berries|en:frozen-fruits|en:frozen-berries,en:organic|en:eu-organic|en:non-eu-agriculture|de:eg-öko-verordnung|en:de-oko-044|en:eu-agriculture|en:eu-non-eu-agriculture|en:fsc|en:fsc-mix|en:no-added-sugar|en:wwf,,a,1,a,
Pudding Pistazien-Geschmack,Komet,40 g,Pudding,https://images.openfoodfacts.org/images/products/401/228/132/1800/4.400.jpg,en:desserts|en:puddings|de:puddingpulver,,,c,4,,
Geröstete Pistazienkerne,Çinar Sofrası,,Nüsse,https://images.openfoodfacts.org/images/products/869/742/067/3680/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:nuts-and-their-products|en:nuts|en:pistachios|en:roasted-pistachios,,en:nuts,c,3,e,
Natürliche schwarze Oliven,Marmarabirlik,500 g,Gewürzgurken,https://images.openfoodfacts.org/images/products/869/010/311/4531/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:pickles|en:olive-tree-products|en:plant-based-pickles|en:olives|en:black-olives,en:halal,,e,4,a,
Vegane Pastete auf Hefe-Basis Kräut,Alnatura GmbH,125 g,Aufstrich,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:spreads|en:plant-based-spreads|en:plant-based-pates|de:fleischersatz-aufstr,en:vegetarian|en:organic|en:eu-organic|en:vegan|en:de-oko-003|en:the-vegan-society|de:vegan-society-vegan-logo|de:bio-label-german,,c,3,,
Bockwürstchen 3x,Lidl,0.27kg,Soße,,en:condiments|en:sauces|en:groceries,,,c,,,
Dunkle vollmilch brezel toffee,Tony's Chocolonely,180g,Vollmilchschokolade,,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:chocolates|en:milk-chocolates,en:fair-trade|en:fairtrade-international|en:green-dot|en:made-in-belgium|de:tony-s-open-chain,en:gluten|en:milk|en:soybeans,e,4,c,
Bio-Beeren-Knuspermüsli,Naturgut,100 g,Müsli,https://images.openfoodfacts.org/images/products/27151761/4.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:cereals-with-fruits|en:mueslis|en:mueslis-with-fruits,,en:gluten,d,3,b,
Ementaler Berge,Alpen Fest,250 g,Käse,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:meat-alternatives|en:breaded-products|en:breaded-cheeses,en:green-dot|en:nutriscore,en:milk,d,4,d,
Pizza MiniesPizzies Salami,Original Wagner,300 g,Tiefkühlpizza,,en:frozen-foods|en:meals|en:pizzas-pies-and-quiches|en:pizzas|en:frozen-pizzas-and-pies|en:frozen-pizzas,en:nutriscore|en:nutriscore-grade-c,en:gluten|en:milk|en:mustard,d,4,,
Veganes Mühlen Fischfilet,Rügenwalder Mühle,180 g,,https://images.openfoodfacts.org/images/products/400/040/500/1509/5.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:meat-alternatives|en:meat-analogues|en:breaded-products|en:breaded-fish-substitutes,en:vegetarian|en:vegan|en:european-vegetarian-union|en:european-vegetarian-union-vegan|en:institut-fresenius,en:gluten|en:soybeans|de:sojaproteinkonzentrat,d,4,,
Sonnenblumenöl gesalzen Kreta Snack,Alesto,250g,,https://images.openfoodfacts.org/images/products/20026462/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:seeds|en:sunflower-seeds-and-their-products|en:sunflower-seeds,,,d,,d,
Bayrischer Alpenweichkäse,Meine Käsetheke,350 g,Käse,https://images.openfoodfacts.org/images/products/406/145/803/1486/3.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:german-cheeses|de:milch-käse,en:no-gmos|de:ohne-gentechnik|en:no-lactose,en:milk,d,3,b,
Pflaumen-Streusel-kuchen,,1250 g,Kuchen,https://images.openfoodfacts.org/images/products/406/145/804/9832/2.400.jpg,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:cakes,en:no-preservatives,,d,,,
Zucchini gegrillt,Orogel,459g,,https://images.openfoodfacts.org/images/products/800/349/510/8048/1.400.jpg,en:frozen-foods,,,b,,,
Kichererbsen zum Knabbern,Hülsenreich,90g,,https://images.openfoodfacts.org/images/products/427/000/063/5908/5.400.jpg,en:snacks|en:salty-snacks|en:roasted-peas|en:salty-roasted-peas|en:salty-roasted-chickpeas,en:no-gluten|en:organic|en:vegetarian|en:eu-organic|en:vegan|de:eg-öko-verordnung,,c,,,
Domino's Auslese,Lambertz,200 g,,https://images.openfoodfacts.org/images/products/400/689/426/1202/4.400.jpg,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:pastries,,en:gluten|en:milk|en:nuts,d,4,,
Dinkel Schoko-Orange Cookies,Sommer,150 g,Kekse,,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits|en:chocolate-biscuits|en:dark-chocolate-biscuits,en:vegetarian|en:organic|en:eu-organic|en:vegan|de:eg-öko-verordnung|en:biodynamic-agriculture|en:de-oko-006|en:demeter,en:milk|en:orange|en:sesame-seeds,e,4,c,
Gebratene Nudeln Huhn,Maggi,121,,,en:meals|en:pasta-dishes,,,,,,
Plant-Based Gehacktes,V-Love,300g,,https://images.openfoodfacts.org/images/products/761/340/436/3171/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:meat-alternatives|en:meat-analogues|en:vegetarian-grounds,,en:celery,d,4,,
