name,brand,quantity,generic_name,image_url,categories,labels,allergens,nutriscore,nova_group,ecoscore,origins
Mini-Leberknödel bayrisch,Fleischwerke E. Zimmermann,375g,,,en:meats-and-their-products|en:meat-preparations|en:meat-balls,,en:eggs,d,4,,
Erbeere Creme,Ja!,,,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:fermented-dairy-desserts-with-fruits,en:fsc|en:fsc-mix|en:nutriscore|en:nutriscore-grade-c,en:milk,c,4,,
Apfelchips ungeschwefelt,,1pcs,,https://images.openfoodfacts.org/images/products/426/014/651/1129/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:dried-products|en:fruits-based-foods|en:dried-plant-based-foods|en:dried-fruits,en:green-dot,,,,,
Kaisersülze mit Zucker und Süßungsmitteln,,,,https://images.openfoodfacts.org/images/products/433/725/616/1398/1.400.jpg,en:snacks|en:sweet-snacks,,,b,,,
Ramadan's Garden,Mekka,500g,Obst,https://images.openfoodfacts.org/images/products/426/074/571/0091/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:dried-products|en:fruits-based-foods|en:dried-plant-based-foods|en:fruits|en:dried-fruits|en:dates,,,,,c,
Bio Berg Käse,,1pcs,,,en:dairies|en:fermented-foods|en:fermented-milk-products,,,,,,
Spreewaldrabe Tomatenketchup,Spreewaldrabe,450ml,Tomatensoße,,en:condiments|en:sauces|en:tomato-sauces|en:ketchup|en:groceries,,,,,b,
Schokoladen-Waffeln mit Vollmichschokolade,Bisquiva,175 g,Kekse,https://images.openfoodfacts.org/images/products/400/145/036/7169/1.400.jpg,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits|en:wafers|en:thin-crunchy-wafer-biscuit-with-chocolate,en:sustainable-farming|en:utz-certified|en:utz-certified-cocoa,en:eggs|en:gluten|en:milk|en:nuts,e,4,c,
Vollkorn Fusilloni,Zurück zum Ursprung,500g,,https://images.openfoodfacts.org/images/products/409/920/017/6482/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products,,,a,,,
Gekochte Bunte Eier aus Bodenhaltung,Aldi,6 Stück,Eier,https://images.openfoodfacts.org/images/products/406/146/251/6856/5.400.jpg,en:farming-products|en:eggs|en:chicken-eggs|en:boiled-eggs|de:gefärbte-eier,en:no-gmos|de:ohne-gentechnik|de:kat|de:ohne-kükentöten,,a,4,d,
Bandnudeln mit Spinat und Rahmgemüse,Bebivita,,,https://images.openfoodfacts.org/images/products/401/885/203/0546/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products,,,b,,,
Tortelllini Spinat-Ricotta Füllung,Aldi,250 g,,https://images.openfoodfacts.org/images/products/406/146/166/5166/1.400.jpg,en:meals|en:pasta-dishes|en:stuffed-pastas|en:tortellini|en:tortellini-ricotta-spinach,en:organic|en:eu-organic|de:eg-öko-verordnung|en:nutriscore|en:nutriscore-grade-c,en:eggs|en:gluten|en:milk,d,4,,
Gerstensalat Snack Bowl,Kaufland,230 g,,https://images.openfoodfacts.org/images/products/406/336/715/5994/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:snacks|en:cereals-and-potatoes|en:seeds|en:cereals-and-their-products|en:meals|en:cereal-grains|en:barley,,en:gluten|en:mustard|en:sesame-seeds,c,4,,
Jasmin Reis - Duftreis,Davert,500g,Reis,https://images.openfoodfacts.org/images/products/401/933/923/3108/2.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:seeds|en:cereals-and-their-products|en:cereal-grains|en:rices|en:aromatic-rices|en:indica-rices|en:long-grain-rices|en:jasmine-rice,en:organic|en:vegetarian|en:eu-organic|en:vegan|de:eg-öko-verordnung|en:de-oko-001,,b,1,e,Kambodscha
Senf Mild,Lustenauer Senf,100g,Soße,https://images.openfoodfacts.org/images/products/900/141/000/0520/5.400.jpg,en:condiments|en:sauces|en:mustards,,,,,c,
"Champignons, 1.Wahl, ganze Köpfe",Küstengold,330 g,,https://images.openfoodfacts.org/images/products/425/042/622/1664/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:mushrooms-and-their-products|en:mushrooms|en:champignon-mushrooms|en:whole-champignon-mushrooms,,,a,,,
Mozart Stäbchen,Edeka,,Kekse,,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits,,en:gluten,e,4,d,
Knusper Müsli weniger Zucker,Granola,750g,Müsli,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:mueslis,en:low-or-no-sugar|en:low-sugar|en:vegetarian|en:reduced-sugar|en:vegan|en:30-less-sugar|en:fsc|en:fsc-mix|en:nutriscore|en:nutriscore-grade-a,en:gluten,c,4,b,
Vegane Streichwurst Leberwurst Art,Greenforce,100g,,https://images.openfoodfacts.org/images/products/426/032/221/1843/1.400.jpg,en:meat-alternatives|en:meat-analogues,en:no-gluten|en:vegetarian|en:vegan|en:green-dot,,e,4,,
Knoblauch souce,Block house,1pcs,Soße,,en:condiments|en:sauces|en:groceries,,,,,,
Vitalgebäck Kokosraspeln + Kürbiskerne,Biscotto,200g,Kekse,,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits|en:pastries,,en:gluten|en:milk|en:sesame-seeds|en:soybeans,e,4,d,
Buckweisen Cornflakes,Allos,250g,,https://images.openfoodfacts.org/images/products/401/624/907/4708/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:flakes|en:cereal-flakes|en:extruded-cereals|en:extruded-flakes|en:mixed-cereal-flakes,en:organic|en:vegetarian|en:eu-organic|en:non-eu-agriculture|en:vegan|en:de-oko-001|en:eu-agriculture|en:eu-non-eu-agriculture|en:green-dot|en:the-vegan-society,,a,3,c,
Schokotatzen mit Bitterschokolade,ja!,250 g,Kekse,https://images.openfoodfacts.org/images/products/433/725/628/7777/1.400.jpg,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits|en:sprits-biscuits,en:fair-trade|en:vegetarian|de:pro-planet|en:european-vegetarian-union|en:european-vegetarian-union-vegetarian|en:fairtrade-cocoa|en:nutriscore|en:nutriscore-grade-d,en:eggs|en:gluten,e,4,c,
Tomaten-Nudel-Topf,Kania,800g,,,en:canned-foods|en:meals|en:canned-meals,,en:celery|en:eggs|en:gluten|en:milk|en:mustard,c,4,,
Thunfischfilet im eigenen Saft,K-Classic,150g,Thunfisch,https://images.openfoodfacts.org/images/products/406/336/714/2291/4.400.jpg,en:seafood|en:fishes-and-their-products|en:canned-foods|en:fishes|en:fatty-fishes|en:canned-fishes|en:tunas|en:canned-tunas|en:fish-fillets|en:tuna-fillets|en:tunas-in-brine,en:sustainable|en:sustainable-fishery|en:sustainable-seafood-msc,,a,,d,
Meerrettich Apfel Brotaufstrich,Maria & Franz,250g,Aufstrich,,en:spreads,,,,,,
Vegane Nuggets Hähnchen-Art,Garden Gourmet,,,https://images.openfoodfacts.org/images/products/761/328/781/7228/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:vegan-products|en:meat-alternatives|en:meat-analogues|en:breaded-products|en:vegetarian-nuggets|en:vegan-nuggets,en:vegetarian|en:source-of-proteins|en:vegan|en:european-vegetarian-union|en:high-proteins|en:nutriscore|en:nutriscore-grade-a,en:gluten|en:soybeans,a,4,b,
Pilze getrocknet Pfifferlinge,Niklas,15g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:mushrooms-and-their-products,,,,,,
Pan Bruschetta,Marziale,270g,Brot,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:breads,,,,,,
Bayerischer Bio-Quark Magerstufe,,250 g,,https://images.openfoodfacts.org/images/products/20272593/1.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products,,,a,,,
Bratwurst - Spätzle - Pfanne,Maggi Fix,47g,,https://images.openfoodfacts.org/images/products/761/328/784/1056/1.400.jpg,en:cooking-helpers,en:nutriscore|en:nutriscore-grade-c,,,,,
Frisch & Cremig - Rote Bete & Meerrettich,Kerrygold,,Frischkäse,https://images.openfoodfacts.org/images/products/400/195/442/0063/1.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:fresh-cheeses|en:cream-cheeses|de:frischkäsezubereitungen,de:irische-weidemilch,,d,,d,
Der große Bauer - Blutorange-Acerola,Bauer,250 g,Fruchtjoghurt,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:desserts|en:dairy-desserts|en:fermented-dairy-desserts|en:fermented-dairy-desserts-with-fruits|en:yogurts|en:fruit-yogurts,,en:milk,c,4,a,Deutschland
Aachener Mandel-Printen - Vollmilchschokolade,Aldi,125 g,Kekse,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:snacks|en:cereals-and-potatoes|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits|en:bakery-products|en:chocolate-biscuits|en:german-bakery-products|de:aachener-printen,en:nutriscore|en:nutriscore-grade-e,en:gluten|en:lupin|en:milk|en:nuts,e,4,c,
Oliven mit Paprikapaste gefüllt,aro,1pcs,Gewürzgurken,https://images.openfoodfacts.org/images/products/433/718/201/1583/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:pickles|en:olive-tree-products|en:plant-based-pickles|en:olives,,,,,a,
Eiernudeln Hörnchen,,,,https://images.openfoodfacts.org/images/products/430/572/001/9360/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products,en:no-gmos|de:ohne-gentechnik,,,,,
Speisekartoffeln aus Baden-Württemberg,Rewe,2.5 kg,,https://images.openfoodfacts.org/images/products/438/884/409/7704/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:cereals-and-potatoes|en:potatoes,de:pro-planet|de:qualität-aus-baden-württemberg|de:regional,,b,1,,"Deutschland,Baden-Württemberg"
Gourmet Feigen,Ardilla,250 g,Obst,https://images.openfoodfacts.org/images/products/20197261/5.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:dried-products|en:fruits-based-foods|en:dried-plant-based-foods|en:fruits|en:dried-fruits|en:dried-figs|en:figs,en:nutriscore|en:nutriscore-grade-c,,c,1,b,Türkei
Gyros vom Schwein mit 2 Pita & Zazikisoße,Aldi,380 g,,https://images.openfoodfacts.org/images/products/406/145/815/4093/3.400.jpg,de:gefrorene-fertiggerichte|de:gyros,en:nutriscore|en:nutriscore-grade-d|de:atc|de:hergestellt-in-griechenland,en:gluten|en:milk|en:soybeans,d,4,,
Vollkorn Basmati mit Rotem Reis,Reishunger,250g,Reis,https://images.openfoodfacts.org/images/products/426/054/168/7573/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:seeds|en:cereals-and-their-products|en:cereal-grains|en:rices,en:no-gluten|en:organic|en:vegetarian|en:eu-organic|en:vegan|en:de-oko-001,,c,3,d,
Ume Su - Essig Würzsoße,,145ml,Soße,,en:condiments|en:sauces|en:groceries,,,e,,,
Himbeer-Heidelber-Mix,REWE Beste Wahl,300g,Obst,https://images.openfoodfacts.org/images/products/433/725/615/5953/3.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:frozen-foods|en:fruits-based-foods|en:frozen-plant-based-foods|en:fruits|en:frozen-fruits|en:frozen-berries,en:no-added-sugar|en:nutriscore|en:nutriscore-grade-a,,a,1,,
Die Bio Vollkorn Mienudeln,Misses Mie,250g,Nudeln,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:pastas|en:noodles,en:organic|en:eu-organic,en:gluten,a,4,,
Fruchtriegel Kokos & Zartbitter,Ener Bio,40 g,,https://images.openfoodfacts.org/images/products/430/561/570/9505/1.400.jpg,en:snacks|en:sweet-snacks,,,,,,
Streichfett Vegan,Meggle,250 g,Aufstrich,https://images.openfoodfacts.org/images/products/403/490/000/8404/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fats|en:spreads|en:plant-based-spreads|en:vegetable-fats|en:spreadable-fats|en:margarines|de:streichfette,en:vegetarian|en:vegan,,d,4,c,
Putenschnitzel,Edeka,500g,Pute,https://images.openfoodfacts.org/images/products/431/150/174/1368/4.400.jpg,en:meats-and-their-products|en:meat-preparations|en:meats|en:poultries|en:turkey-and-its-products|en:breaded-products|en:cooked-poultries|en:turkeys|en:breaded-meat-cutlets|en:turkey-cutlets|en:turkey-preparations|en:breaded-turkey|en:breaded-turkey-cutlets,en:no-gmos|de:ohne-gentechnik|en:nutriscore|en:nutriscore-grade-b|en:qs-certification-mark,en:gluten,a,4,d,Germany
Joghurt-Früchtchen Vegetarisch,Lidl,,,https://images.openfoodfacts.org/images/products/405/648/941/9204/1.400.jpg,en:snacks|en:sweet-snacks|en:confectioneries,en:vegetarian|en:vegan,,e,,,
Rum-Kugeln,REWE Beste Wahl,,,https://images.openfoodfacts.org/images/products/438/886/049/4020/1.400.jpg,en:snacks,,,,,,
Mini Wiener Würstchen,Rewe,200g,Wurst,,en:meats-and-their-products|en:meats|en:prepared-meats|en:sausages,en:nutriscore|en:nutriscore-grade-e,en:milk|en:mustard,e,4,,
Mümmel Bande,Nimm2,1pcs,Gummibärchen,https://images.openfoodfacts.org/images/products/401/440/093/2331/1.400.jpg,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:chocolate-candies|en:bonbons|en:candies|en:gummi-candies|en:susser-snack|en:susswaren,,,e,4,b,
Nudeln Tortellini Prosciutto,ja!,250g,Nudeln,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:pastas,en:nutriscore|en:nutriscore-grade-c,,d,,,
Haselnusskrokant,Backfee,150g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:snacks|en:sweet-snacks|en:confectioneries|en:nuts-and-their-products|en:food-decorations|en:nut-confectioneries|en:caramelized-nuts|en:caramelized-hazelnuts,en:fsc|en:fsc-mix,en:nuts,e,3,,
Daube,Eagle Brand,50g,,,en:meals,,,,,,
Gegrillte Aubergine Bergkäse,Nabio,135g,Aufstrich,https://images.openfoodfacts.org/images/products/401/318/202/3848/5.400.jpg,en:spreads|en:salted-spreads|en:vegetarian-vegetable-and-cheese-spreads,en:organic|en:eu-organic|de:eg-öko-verordnung,en:milk|en:nuts,c,3,,
Doubletti Haselnuss,Covo,250 g,Kekse,,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits|en:filled-biscuits|en:sandwich-biscuits,en:nutriscore,en:eggs|en:gluten|en:milk|en:nuts,e,4,d,
Kinder riegel,Kinder Schokolade,24pcs,,https://images.openfoodfacts.org/images/products/800/050/033/1514/1.400.jpg,en:snacks|en:sweet-snacks,,,,,,
Pralinés Auslese,Lindt & Sprüngli,200g,Bonbons,https://images.openfoodfacts.org/images/products/400/053/911/1389/4.400.jpg,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:chocolate-candies|en:bonbons,,en:soybeans,e,,,
Mango Senfsauce mit Maracuja,,,Soße,https://images.openfoodfacts.org/images/products/400/783/589/8327/1.400.jpg,en:condiments|en:sauces|en:groceries,,,,,,
Steinofen Pizza Speciale,San Fabio,2 x 330 g,Pizza,https://images.openfoodfacts.org/images/products/20776565/1.400.jpg,en:meals|en:pizzas-pies-and-quiches|en:pizzas,en:fsc|en:fsc-mix|en:nutriscore,,d,,,
Bulgursalat Paprika und Karotte,Chef Select,,,https://images.openfoodfacts.org/images/products/405/648/946/0404/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:meals|en:prepared-salads|en:groats|en:wheat-groats|en:bulgur,,en:gluten,c,3,a,
Parmesan 18 Monate,Galbani,150g,Käse,https://images.openfoodfacts.org/images/products/800/043/039/5716/1.400.jpg,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:italian-cheeses|en:parmigiano-reggiano,en:pdo,,,,d,
Tunfisch Salat Amerikanische Art,Almare,1pcs,,https://images.openfoodfacts.org/images/products/406/146/221/9085/1.400.jpg,en:meals|en:prepared-salads|en:meals-with-fish|en:salads-with-fish|en:tuna-salads,en:sustainable|en:sustainable-fishery|en:sustainable-seafood-msc,,b,,,
Kartoffelsalat Westfälischer Art,,400g,,https://images.openfoodfacts.org/images/products/871/050/608/4078/1.400.jpg,en:meals|en:prepared-salads|en:potato-dishes|en:potato-salads,,,c,3,d,
"Pistazienkerne ohne Schale, geröstet & gesalzen",K-Classic,100 g,Nüsse,https://images.openfoodfacts.org/images/products/406/336/720/9062/4.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:nuts-and-their-products|en:nuts|en:pistachios,en:nutriscore,en:nuts,c,3,e,
Seelachssalat mit Ei und Kräutern,MFF,150 g,Aufstrich,https://images.openfoodfacts.org/images/products/404/559/379/4659/1.400.jpg,en:spreads,,en:eggs|en:mustard,d,4,,
Knobluach baguette,,,Brot,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:breads,,,d,,,
Griebenschmalz Klassik,,,,https://images.openfoodfacts.org/images/products/406/145/815/5540/1.400.jpg,en:fats,,,e,2,,
Zwetschgen Rum Marmelade,Wieser,235g,Aufstrich,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:spreads|en:plant-based-spreads|en:sweet-spreads|en:fruit-and-vegetable-preserves,,,,,,
Brätspätzle,Settele,250g,Nudeln,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:pastas|en:spatzle,,,d,,,
Kesselgulasch,Menzi,1pcs,,,en:meals,,,,,,
Beeren in Zartbitterschokolade,DmBio,85 g,Bonbons,https://images.openfoodfacts.org/images/products/406/644/705/3678/3.400.jpg,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:confectioneries|en:chocolate-candies|en:bonbons|en:fruit-confectioneries|en:chocolate-coated-fruits,en:fair-trade|en:organic|en:vegetarian|en:eu-organic|en:fairtrade-international|en:non-eu-agriculture|en:vegan|de:eg-öko-verordnung|en:at-bio-402|en:eu-agriculture|en:eu-non-eu-agriculture|en:european-vegetarian-union|en:european-vegetarian-union-vegan,en:soybeans,e,4,,"Europäische Union,Nicht-Europäische Union"
Lasagne volkoren,Grand Italië,250 gram,Nudeln,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:pastas|en:cereal-pastas|en:durum-wheat-pasta|en:whole-durum-wheat-pasta|es:pasta-integral,en:made-in-italy|es:100-integral,en:gluten,a,1,,Italy
Sylter Art - Veganes Dressing,Rewe,250ml,Soße,https://images.openfoodfacts.org/images/products/433/725/630/4986/1.400.jpg,en:condiments|en:sauces|en:salad-dressings,en:vegetarian|en:vegan|en:v-label-international|en:v-label-international-vegan,en:mustard,d,4,c,Deutschland
Bratmakrelen-Filets mit Zwiebelscheiben,Almare,325g,Fisch,https://images.openfoodfacts.org/images/products/404/724/703/4579/1.400.jpg,en:seafood|en:fishes-and-their-products|en:canned-foods|en:fishes|en:canned-fishes,en:green-dot|en:nutriscore|en:nutriscore-grade-c|de:gelbe-tonne,en:fish|en:gluten,d,4,,"Nordostatlantik,FAO 27"
Bratmakrelen-Filet mit Peperoniringen,Almare,326 g / 200 g (Abtropfgewicht),Fisch,https://images.openfoodfacts.org/images/products/404/724/703/4586/1.400.jpg,en:seafood|en:fishes-and-their-products|en:canned-foods|en:fishes|en:fatty-fishes|en:canned-fishes|en:mackerels,en:green-dot|en:nutriscore|en:nutriscore-grade-c|de:gelbe-tonne,en:fish|en:gluten,d,4,,"Nordostatlantik,FAO 27"
Frühlingsrolle mit Gemüse,,150 g,,https://images.openfoodfacts.org/images/products/871/069/731/5340/1.400.jpg,en:meals,en:vegetarian|en:vegan|en:european-vegetarian-union|en:european-vegetarian-union-vegan,en:celery|en:gluten,c,4,,
Tomatenflocken getrocknet,Ostmann,1pcs,,https://images.openfoodfacts.org/images/products/400/267/404/5840/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:dried-products|en:fruits-based-foods|en:dried-plant-based-foods|en:dried-fruits,,,,,,
Premium Vanille,DMK Eis,435g / 500ml,Eis,https://images.openfoodfacts.org/images/products/405/648/952/6841/4.400.jpg,en:desserts|en:frozen-foods|en:frozen-desserts|en:ice-creams-and-sorbets|en:ice-creams|en:ice-cream-tubs|en:vanilla-ice-cream-tubs,,en:eggs|en:milk,d,3,b,
Getrocknete eingelegte Tomaten,,1pcs,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:tomatoes-and-their-products,,,,,,
Mehl - Weizenmehl Vollkorn,Rosenmehl,1kg,Mehl,https://images.openfoodfacts.org/images/products/400/245/700/0516/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:flours,,,,,,
Sommertorte Heidelbeer-Joghurt,Kathi,290 g,,https://images.openfoodfacts.org/images/products/401/310/901/4607/6.400.jpg,en:cooking-helpers|en:sweet-pies|en:dessert-mixes,,en:eggs|en:gluten,,4,,
Nusspli Waffel Riegel,Zentis,36g,,https://images.openfoodfacts.org/images/products/400/060/749/7100/3.400.jpg,en:snacks|en:sweet-snacks|en:bars,,en:gluten|en:milk|en:nuts|en:soybeans,e,4,,
Cracker Sesam,Sun Snacks,75g,,https://images.openfoodfacts.org/images/products/404/724/717/6859/1.400.jpg,en:snacks|en:salty-snacks|en:appetizers|en:biscuits-and-crackers|en:crackers-appetizers,,,e,,b,
Roggen Vollkornmehl,Bohlsener Mühle,1kg,Mehl,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:flours|en:cereal-flours|en:rye-flours|de:roggenmehl,en:organic|en:eu-organic|en:bioland,,a,,,Deutschland
Kleinblatt Haferflocken,Davert,1kg,,https://images.openfoodfacts.org/images/products/401/933/924/0014/3.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:flakes|en:cereal-flakes|en:rolled-flakes|en:rolled-oats,en:organic|en:vegetarian|en:eu-organic|en:vegan|de:eg-öko-verordnung|en:bioland|en:de-oko-001|en:the-vegan-society,,a,,a,
Burger Brötchen glutenfrei,REWE frei von,180g,Brötchen,https://images.openfoodfacts.org/images/products/433/725/609/9097/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:breads|en:bread-rolls,en:no-gluten|en:nutriscore,en:sesame-seeds|en:soybeans,d,4,,
Mediteraner Linsen-Aufstrich,Luxus Gut,150g,Aufstrich,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:spreads|en:plant-based-spreads,,,,,,
10 Bunte gekochte Eier,,,Eier,https://images.openfoodfacts.org/images/products/400/635/800/8039/1.400.jpg,en:farming-products|en:eggs|en:boiled-eggs,en:no-gmos|de:ohne-gentechnik,,a,,d,
Linsen Chips Paprika Style,funny-frisch,90g,Chips,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:legumes-and-their-products|en:snacks|en:legumes|en:salty-snacks|en:seeds|en:appetizers|en:chips-and-fries|en:legume-seeds|en:crisps|en:pulses|en:lentils,en:low-or-no-fat|en:low-fat|en:no-gluten|en:vegetarian|en:reduced-fat|en:40-less-fat,en:milk,c,4,a,
Heksehyl,Toms,150 g,,https://images.openfoodfacts.org/images/products/577/454/064/2161/1.400.jpg,en:snacks|en:sweet-snacks|en:confectioneries,,en:gluten,e,4,,
Puszta würstel,250,1g,Wurst,,en:meats-and-their-products|en:meats|en:prepared-meats|en:sausages,,,,,,
Roggen Stücker,Brotland,540g,Brot,https://images.openfoodfacts.org/images/products/200/901/017/8806/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:breads|de:aufbackbrötchen,,en:gluten|en:lupin|en:milk|en:mustard|en:sesame-seeds,b,4,,
Erdbeere Konfitüre Extra - LaSelva,La Selva,220 g,Beerenmarmelade,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:spreads|en:plant-based-spreads|en:sweet-spreads|en:fruit-and-vegetable-preserves|en:jams|en:berry-jams|en:strawberry-jams,en:organic|en:naturland|en:naturland-fair,,d,3,b,Toskana
Geflügel Lyoner + Gemüse,Zimbo,100g,Wurst,https://images.openfoodfacts.org/images/products/400/317/103/6607/5.400.jpg,en:meats-and-their-products|en:meats|en:prepared-meats|en:poultries|en:sausages|en:poultry-sausages|en:cut,,,d,4,,
Blutwurst Aufstrich,Gourmet Hofer,150g,Aufstrich,https://images.openfoodfacts.org/images/products/406/145/949/5065/1.400.jpg,en:spreads,,,,,,
Thunfisch in Gemüse,Almare seafood Hofer,185g,Fisch,https://images.openfoodfacts.org/images/products/406/145/913/7385/2.400.jpg,en:seafood|en:fishes-and-their-products|en:canned-foods|en:fishes|en:fatty-fishes|en:canned-fishes|en:tunas,,en:fish,c,4,e,
"Tomaten getrocknet, lose",LaSelva,100 g,Gemüse,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:dried-products|en:vegetables|en:dried-plant-based-foods|en:tomatoes-and-their-products|en:dried-vegetables|en:tomatoes|en:dried-tomatoes,en:organic|en:eu-organic|en:100-natural|en:naturland|en:naturland-fair,,e,3,e,"Italien,Toskana"
Grobe Hausmacher Bratwurst,Rewe,200g,Wurst,,en:meats-and-their-products|en:meats|en:prepared-meats|en:sausages,,,,,,
Erbsen und Möhren groß,Dennree,420g,,https://images.openfoodfacts.org/images/products/402/185/159/2014/2.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:legumes-and-their-products|en:canned-foods|en:legumes|en:vegetables-based-foods|en:canned-plant-based-foods|en:canned-vegetables|en:canned-peas-and-carrots,,,b,,a,
Knochenbrühe Klassik Rind,Brox,1pcs,,,en:broths,en:organic|en:eu-organic|de:eg-öko-verordnung|en:de-oko-037,,b,3,,
Spätzle vegan,Tegut,500g,Nudeln,https://images.openfoodfacts.org/images/products/430/572/007/9227/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:pastas|en:spatzle,en:organic|en:vegetarian|en:eu-organic|en:vegan|en:de-oko-003,en:gluten,b,3,,
Tortellini vegan,Tegut,250g,Nudeln,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:meals|en:pasta-dishes|en:pastas|en:stuffed-pastas|en:tortellini,en:vegetarian|en:organic|en:eu-organic|en:vegan,en:gluten|en:soybeans,b,3,,
Allgäuer Butter Bio,Allgäu Milch,250g,,,en:fats,,,,2,,
